T0949-D1_T0949TS043_4-D1,0.6628000000000001,0.7144725322723389
T0949-D1_T0949TS246_2-D1,0.6531,0.7184807658195496
T0949-D1_T0949TS324_3-D1,0.6531,0.7342183589935303
T0949-D1_T0949TS246_3-D1,0.6492,0.7030732035636902
T0949-D1_T0949TS044_1-D1,0.6453,0.7081215381622314
T0949-D1_T0949TS221_1-D1,0.6453,0.7081215381622314
T0949-D1_T0949TS418_3-D1,0.6453,0.7081215381622314
T0949-D1_T0949TS406_1-D1,0.6453,0.7081215381622314
T0949-D1_T0949TS446_2-D1,0.6453,0.7081215381622314
T0949-D1_T0949TS224_4-D1,0.6434000000000001,0.6948217153549194
T0949-D1_T0949TS149_2-D1,0.6434000000000001,0.6882733702659607
T0949-D1_T0949TS324_5-D1,0.6434000000000001,0.6978704929351807
T0949-D1_T0949TS324_4-D1,0.6434000000000001,0.6948217153549194
T0949-D1_T0949TS246_1-D1,0.6415000000000001,0.6844550371170044
T0949-D1_T0949TS322_3-D1,0.6395000000000001,0.6896492838859558
T0949-D1_T0949TS089_3-D1,0.6395000000000001,0.7148034572601318
T0949-D1_T0949TS043_3-D1,0.6376,0.7067303657531738
T0949-D1_T0949TS043_2-D1,0.6376,0.7063623666763306
T0949-D1_T0949TS197_5-D1,0.6357,0.7481583952903748
T0949-D1_T0949TS241_2-D1,0.6336999999999999,0.741253674030304
T0949-D1_T0949TS344_5-D1,0.6318,0.7059862613677979
T0949-D1_T0949TS089_4-D1,0.6318,0.7071154117584229
T0949-D1_T0949TS324_2-D1,0.6318,0.7247074842453003
T0949-D1_T0949TS324_1-D1,0.6297999999999999,0.7324678897857666
T0949-D1_T0949TS135_5-D1,0.6297999999999999,0.7324678897857666
T0949-D1_T0949TS196_4-D1,0.6297999999999999,0.7324678897857666
T0949-D1_T0949TS441_1-D1,0.6297999999999999,0.7087960839271545
T0949-D1_T0949TS071_4-D1,0.6297999999999999,0.7324679493904114
T0949-D1_T0949TS322_2-D1,0.6279,0.7009118795394897
